streaming_log,KSQI
pensieve1-4b69_3.csv,20.858
pensieve1-4b69_5.csv,70.808
pensieve1-4b69_phase_2_1.csv,80.938
pensieve1-4b69_phase_2_2.csv,81.993
pensieve1-4b69_phase_2_3.csv,81.053
pensieve1-4b69_phase_2_4.csv,81.472
pensieve1-6403_1.csv,17.498
pensieve1-6403_2.csv,18.412
pensieve1-6403_3.csv,27.968
pensieve1-6403_4.csv,38.028
pensieve1-6403_phase_2_1.csv,87.853
pensieve1-6403_phase_2_2.csv,87.083
pensieve1-6403_phase_2_3.csv,88.017
pensieve1-6403_phase_2_4.csv,87.607
pensieve1-6658_1.csv,21.388
pensieve1-6658_3.csv,57.111
pensieve1-6658_4.csv,66.204
pensieve1-6658_5.csv,77.132
pensieve1-6658_phase_2_1.csv,18.673
pensieve1-6658_phase_2_2.csv,26.707
pensieve1-6658_phase_2_3.csv,36.425
pensieve1-6658_phase_2_4.csv,45.57
pensieve2-06a6_1.csv,11.433
pensieve2-06a6_3.csv,58.057
pensieve2-06a6_4.csv,69.384
pensieve2-06a6_5.csv,80.708
pensieve2-06a6_phase_2_1.csv,10.576
pensieve2-06a6_phase_2_2.csv,21.614
pensieve2-06a6_phase_2_3.csv,32.551
pensieve2-06a6_phase_2_4.csv,43.747
pensieve2-08e1_1.csv,15.714
pensieve2-08e1_2.csv,15.185
pensieve2-08e1_3.csv,22.708
pensieve2-08e1_4.csv,32.041
pensieve2-08e1_phase_2_1.csv,53.204
pensieve2-08e1_phase_2_2.csv,82.154
pensieve2-08e1_phase_2_3.csv,80.646
pensieve2-08e1_phase_2_4.csv,80.087
pensieve2-1a6d_2.csv,46.585
pensieve2-1a6d_3.csv,58.918
pensieve2-1a6d_4.csv,63.935
pensieve2-1a6d_5.csv,75.035
pensieve2-1a6d_phase_2_1.csv,85.927
pensieve2-1a6d_phase_2_2.csv,84.982
pensieve2-1a6d_phase_2_3.csv,84.627
pensieve2-1a6d_phase_2_4.csv,89.498
pensieve2-2abf_2.csv,50.411
pensieve2-2abf_3.csv,59.681
pensieve2-2abf_4.csv,68.859
pensieve2-2abf_5.csv,78.338
pensieve2-2abf_phase_2_1.csv,41.412
pensieve2-2abf_phase_2_2.csv,34.851
pensieve2-2abf_phase_2_3.csv,44.552
pensieve2-2abf_phase_2_4.csv,48.604
pensieve2-2c06_2.csv,53.365
pensieve2-2c06_3.csv,63.5
pensieve2-2c06_4.csv,75.109
pensieve2-2c06_5.csv,89.612
pensieve2-2c06_phase_2_1.csv,17.716
pensieve2-2c06_phase_2_2.csv,18.65
pensieve2-2c06_phase_2_3.csv,29.089
pensieve2-2c06_phase_2_4.csv,39.723
pensieve2-4b69_1.csv,8.991
pensieve2-4b69_2.csv,10.563
pensieve2-4b69_3.csv,20.858
pensieve2-4b69_5.csv,70.808
pensieve2-4b69_phase_2_1.csv,80.938
pensieve2-4b69_phase_2_2.csv,81.993
pensieve2-4b69_phase_2_3.csv,81.053
pensieve2-4b69_phase_2_4.csv,81.472
pensieve2-6403_1.csv,17.498
pensieve2-6403_2.csv,18.412
pensieve2-6403_3.csv,27.968
pensieve2-6403_4.csv,38.028
pensieve2-6403_phase_2_1.csv,87.853
pensieve2-6403_phase_2_2.csv,87.083
pensieve2-6403_phase_2_3.csv,88.017
pensieve2-6403_phase_2_4.csv,87.607
pensieve2-6658_1.csv,21.388
pensieve2-6658_3.csv,57.111
pensieve2-6658_4.csv,66.204
pensieve2-6658_5.csv,77.132
pensieve2-6658_phase_2_1.csv,18.673
pensieve2-6658_phase_2_2.csv,26.707
pensieve2-6658_phase_2_3.csv,36.425
pensieve2-6658_phase_2_4.csv,45.57
pensieve3-06a6_1.csv,11.433
pensieve3-06a6_3.csv,58.057
pensieve3-06a6_4.csv,69.384
pensieve3-06a6_5.csv,80.708
pensieve3-06a6_phase_2_1.csv,10.576
pensieve3-06a6_phase_2_2.csv,21.614
pensieve3-06a6_phase_2_3.csv,32.551
pensieve3-06a6_phase_2_4.csv,43.747
pensieve3-08e1_1.csv,15.714
pensieve3-08e1_2.csv,15.185
pensieve3-08e1_3.csv,22.708
pensieve3-08e1_4.csv,32.041
pensieve3-08e1_phase_2_1.csv,53.204
pensieve3-08e1_phase_2_2.csv,82.154
pensieve3-08e1_phase_2_3.csv,80.646
pensieve3-08e1_phase_2_4.csv,80.087
pensieve3-1a6d_2.csv,46.585
pensieve3-1a6d_3.csv,58.918
pensieve3-1a6d_4.csv,63.935
pensieve3-1a6d_5.csv,75.035
pensieve3-1a6d_phase_2_1.csv,85.927
pensieve3-1a6d_phase_2_2.csv,84.982
pensieve3-1a6d_phase_2_3.csv,84.627
pensieve3-1a6d_phase_2_4.csv,89.498
pensieve3-2abf_2.csv,50.411
pensieve3-2abf_3.csv,59.681
pensieve3-2abf_4.csv,68.859
pensieve3-2abf_5.csv,78.338
pensieve3-2abf_phase_2_1.csv,41.412
pensieve3-2abf_phase_2_2.csv,34.851
pensieve3-2abf_phase_2_3.csv,44.552
pensieve3-2abf_phase_2_4.csv,48.604
pensieve3-2c06_2.csv,53.365
pensieve3-2c06_3.csv,63.5
pensieve3-2c06_4.csv,75.109
pensieve3-2c06_5.csv,89.612
pensieve3-2c06_phase_2_1.csv,17.716
pensieve3-2c06_phase_2_2.csv,18.65
pensieve3-2c06_phase_2_3.csv,29.089
pensieve3-2c06_phase_2_4.csv,39.723
pensieve3-4b69_1.csv,8.991
pensieve3-4b69_2.csv,10.563
pensieve3-4b69_3.csv,20.858
pensieve3-4b69_5.csv,70.808
pensieve3-4b69_phase_2_1.csv,80.938
pensieve3-4b69_phase_2_2.csv,81.993
pensieve3-4b69_phase_2_3.csv,81.053
pensieve3-4b69_phase_2_4.csv,81.472
pensieve3-6403_1.csv,17.498
pensieve3-6403_2.csv,18.412
pensieve3-6403_3.csv,27.968
pensieve3-6403_4.csv,38.028
pensieve3-6403_phase_2_1.csv,87.853
pensieve3-6403_phase_2_2.csv,87.083
pensieve3-6403_phase_2_3.csv,88.017
pensieve3-6403_phase_2_4.csv,87.607
pensieve3-6658_1.csv,21.388
pensieve3-6658_3.csv,57.111
pensieve3-6658_4.csv,66.204
pensieve3-6658_5.csv,77.132
pensieve3-6658_phase_2_1.csv,18.673
pensieve3-6658_phase_2_2.csv,26.707
pensieve3-6658_phase_2_3.csv,36.425
pensieve3-6658_phase_2_4.csv,45.57
pensieve4-06a6_1.csv,11.433
pensieve4-06a6_3.csv,58.057
pensieve4-06a6_4.csv,69.384
pensieve4-06a6_5.csv,80.708
pensieve4-06a6_phase_2_1.csv,10.576
pensieve4-06a6_phase_2_2.csv,21.614
pensieve4-06a6_phase_2_3.csv,32.551
pensieve4-06a6_phase_2_4.csv,43.747
pensieve4-08e1_1.csv,15.714
pensieve4-08e1_2.csv,15.185
pensieve4-08e1_3.csv,22.708
pensieve4-08e1_4.csv,32.041
pensieve4-08e1_phase_2_1.csv,53.204
pensieve4-08e1_phase_2_2.csv,82.154
pensieve4-08e1_phase_2_3.csv,80.646
pensieve4-08e1_phase_2_4.csv,80.087
pensieve4-1a6d_2.csv,46.585
pensieve4-1a6d_3.csv,58.918
pensieve4-1a6d_4.csv,63.935
pensieve4-1a6d_5.csv,75.035
pensieve4-1a6d_phase_2_1.csv,85.927
pensieve4-1a6d_phase_2_2.csv,84.982
pensieve4-1a6d_phase_2_3.csv,84.627
pensieve4-1a6d_phase_2_4.csv,89.498
pensieve4-2abf_2.csv,50.411
pensieve4-2abf_3.csv,59.681
pensieve4-2abf_4.csv,68.859
pensieve4-2abf_5.csv,78.338
pensieve4-2abf_phase_2_1.csv,41.412
pensieve4-2abf_phase_2_2.csv,34.851
pensieve4-2abf_phase_2_3.csv,44.552
pensieve4-2abf_phase_2_4.csv,48.604
pensieve4-2c06_2.csv,53.365
pensieve4-2c06_3.csv,63.5
pensieve4-2c06_4.csv,75.109
pensieve4-2c06_5.csv,89.612
pensieve4-2c06_phase_2_1.csv,17.716
pensieve4-2c06_phase_2_2.csv,18.65
pensieve4-2c06_phase_2_3.csv,29.089
pensieve4-2c06_phase_2_4.csv,39.723
pensieve4-4b69_1.csv,8.991
pensieve4-4b69_2.csv,10.563
pensieve4-4b69_3.csv,20.858
pensieve4-4b69_5.csv,70.808
pensieve4-4b69_phase_2_1.csv,80.938
pensieve4-4b69_phase_2_2.csv,81.993
pensieve4-4b69_phase_2_3.csv,81.053
pensieve4-4b69_phase_2_4.csv,81.472
pensieve4-6403_1.csv,17.498
pensieve4-6403_2.csv,18.412
pensieve4-6403_3.csv,27.968
pensieve4-6403_4.csv,38.028
pensieve4-6403_phase_2_1.csv,87.853
pensieve4-6403_phase_2_2.csv,87.083
pensieve4-6403_phase_2_3.csv,88.017
pensieve4-6403_phase_2_4.csv,87.607
pensieve4-6658_1.csv,21.388
pensieve4-6658_3.csv,57.111
pensieve4-6658_4.csv,66.204
pensieve4-6658_5.csv,77.132
pensieve4-6658_phase_2_1.csv,18.673
pensieve4-6658_phase_2_2.csv,26.707
pensieve4-6658_phase_2_3.csv,36.425
pensieve4-6658_phase_2_4.csv,45.57
pensieve5-06a6_1.csv,0.0
pensieve5-06a6_3.csv,30.311
pensieve5-06a6_4.csv,38.141
pensieve5-06a6_5.csv,41.498
pensieve5-06a6_phase_2_1.csv,0.0
pensieve5-06a6_phase_2_2.csv,0.186
pensieve5-06a6_phase_2_3.csv,6.447
pensieve5-06a6_phase_2_4.csv,17.643
pensieve5-08e1_1.csv,0.0
pensieve5-08e1_2.csv,0.0
pensieve5-08e1_3.csv,0.0
pensieve5-08e1_4.csv,2.042
pensieve5-08e1_phase_2_1.csv,8.505
pensieve5-08e1_phase_2_2.csv,32.88
pensieve5-08e1_phase_2_3.csv,31.373
pensieve5-08e1_phase_2_4.csv,30.813
pensieve5-1a6d_2.csv,21.723
pensieve5-1a6d_3.csv,26.35
pensieve5-1a6d_4.csv,32.691
pensieve5-1a6d_5.csv,35.825
pensieve5-1a6d_phase_2_1.csv,40.728
pensieve5-1a6d_phase_2_2.csv,39.783
pensieve5-1a6d_phase_2_3.csv,39.428
pensieve5-1a6d_phase_2_4.csv,45.088
pensieve5-2abf_2.csv,27.134
pensieve5-2abf_3.csv,29.106
pensieve5-2abf_4.csv,35.373
pensieve5-2abf_5.csv,39.128
pensieve5-2abf_phase_2_1.csv,13.459
pensieve5-2abf_phase_2_2.csv,6.898
pensieve5-2abf_phase_2_3.csv,16.599
pensieve5-2abf_phase_2_4.csv,20.652
pensieve5-2c06_2.csv,31.937
pensieve5-2c06_3.csv,35.753
pensieve5-2c06_4.csv,42.769
pensieve5-2c06_5.csv,50.402
pensieve5-2c06_phase_2_1.csv,0.0
pensieve5-2c06_phase_2_2.csv,0.0
pensieve5-2c06_phase_2_3.csv,8.493
pensieve5-2c06_phase_2_4.csv,19.126
pensieve5-4b69_1.csv,0.0
pensieve5-4b69_2.csv,0.0
pensieve5-4b69_3.csv,0.0
pensieve5-4b69_5.csv,20.243
pensieve5-4b69_phase_2_1.csv,27.603
pensieve5-4b69_phase_2_2.csv,28.208
pensieve5-4b69_phase_2_3.csv,27.718
pensieve5-4b69_phase_2_4.csv,29.855
pensieve5-6403_1.csv,0.0
pensieve5-6403_2.csv,0.0
pensieve5-6403_3.csv,0.0
pensieve5-6403_4.csv,4.252
pensieve5-6403_phase_2_1.csv,40.918
pensieve5-6403_phase_2_2.csv,34.72
pensieve5-6403_phase_2_3.csv,35.653
pensieve5-6403_phase_2_4.csv,35.244
pensieve5-6658_1.csv,0.0
pensieve5-6658_3.csv,27.574
pensieve5-6658_4.csv,33.864
pensieve5-6658_5.csv,37.922
pensieve5-6658_phase_2_1.csv,0.0
pensieve5-6658_phase_2_2.csv,2.765
pensieve5-6658_phase_2_3.csv,7.807
pensieve5-6658_phase_2_4.csv,16.953
pensieve6-06a6_1.csv,11.433
pensieve6-06a6_3.csv,58.057
pensieve6-06a6_4.csv,69.384
pensieve6-06a6_5.csv,80.708
pensieve6-06a6_phase_2_1.csv,10.576
pensieve6-06a6_phase_2_2.csv,21.614
pensieve6-06a6_phase_2_3.csv,32.551
pensieve6-06a6_phase_2_4.csv,43.747
pensieve6-08e1_1.csv,15.714
pensieve6-08e1_2.csv,15.185
pensieve6-08e1_3.csv,22.708
pensieve6-08e1_4.csv,32.041
pensieve6-08e1_phase_2_1.csv,53.204
pensieve6-08e1_phase_2_2.csv,82.154
pensieve6-08e1_phase_2_3.csv,80.646
pensieve6-08e1_phase_2_4.csv,80.087
pensieve6-1a6d_2.csv,46.585
pensieve6-1a6d_3.csv,58.918
pensieve6-1a6d_4.csv,63.935
pensieve6-1a6d_5.csv,75.035
pensieve6-1a6d_phase_2_1.csv,85.927
pensieve6-1a6d_phase_2_2.csv,84.982
pensieve6-1a6d_phase_2_3.csv,84.627
pensieve6-1a6d_phase_2_4.csv,89.498
pensieve6-2abf_2.csv,50.411
pensieve6-2abf_3.csv,59.681
pensieve6-2abf_4.csv,68.859
pensieve6-2abf_5.csv,78.338
pensieve6-2abf_phase_2_1.csv,41.412
pensieve6-2abf_phase_2_2.csv,34.851
pensieve6-2abf_phase_2_3.csv,44.552
pensieve6-2abf_phase_2_4.csv,48.604
pensieve6-2c06_2.csv,53.365
pensieve6-2c06_3.csv,63.5
pensieve6-2c06_4.csv,75.109
pensieve6-2c06_5.csv,89.612
pensieve6-2c06_phase_2_1.csv,17.716
pensieve6-2c06_phase_2_2.csv,18.65
pensieve6-2c06_phase_2_3.csv,29.089
pensieve6-2c06_phase_2_4.csv,39.723
pensieve6-4b69_1.csv,8.991
pensieve6-4b69_2.csv,10.563
pensieve6-4b69_3.csv,20.858
pensieve6-4b69_5.csv,70.808
pensieve6-4b69_phase_2_1.csv,80.938
pensieve6-4b69_phase_2_2.csv,81.993
pensieve6-4b69_phase_2_3.csv,81.053
pensieve6-4b69_phase_2_4.csv,81.472
pensieve6-6403_1.csv,17.498
pensieve6-6403_2.csv,18.412
pensieve6-6403_3.csv,27.968
pensieve6-6403_4.csv,38.028
pensieve6-6403_phase_2_1.csv,87.853
pensieve6-6403_phase_2_2.csv,87.083
pensieve6-6403_phase_2_3.csv,88.017
pensieve6-6403_phase_2_4.csv,87.607
pensieve6-6658_1.csv,21.388
pensieve6-6658_3.csv,57.111
pensieve6-6658_4.csv,66.204
pensieve6-6658_5.csv,77.132
pensieve6-6658_phase_2_1.csv,18.673
pensieve6-6658_phase_2_2.csv,26.707
pensieve6-6658_phase_2_3.csv,36.425
pensieve6-6658_phase_2_4.csv,45.57
pensieve7-06a6_1.csv,11.433
pensieve7-06a6_3.csv,58.057
pensieve7-06a6_4.csv,69.384
pensieve7-06a6_5.csv,80.708
pensieve7-06a6_phase_2_1.csv,10.576
pensieve7-06a6_phase_2_2.csv,21.614
pensieve7-06a6_phase_2_3.csv,32.551
pensieve7-06a6_phase_2_4.csv,43.747
pensieve7-08e1_1.csv,15.714
pensieve7-08e1_2.csv,15.185
pensieve7-08e1_3.csv,22.708
pensieve7-08e1_4.csv,32.041
pensieve7-08e1_phase_2_1.csv,53.204
pensieve7-08e1_phase_2_2.csv,82.154
pensieve7-08e1_phase_2_3.csv,80.646
pensieve7-08e1_phase_2_4.csv,80.087
pensieve7-1a6d_2.csv,46.585
pensieve7-1a6d_3.csv,58.918
pensieve7-1a6d_4.csv,63.935
pensieve7-1a6d_5.csv,75.035
pensieve7-1a6d_phase_2_1.csv,85.927
pensieve7-1a6d_phase_2_2.csv,84.982
pensieve7-1a6d_phase_2_3.csv,84.627
pensieve7-1a6d_phase_2_4.csv,89.498
pensieve7-2abf_2.csv,50.411
pensieve7-2abf_3.csv,59.681
pensieve7-2abf_4.csv,68.859
pensieve7-2abf_5.csv,78.338
pensieve7-2abf_phase_2_1.csv,41.412
pensieve7-2abf_phase_2_2.csv,34.851
pensieve7-2abf_phase_2_3.csv,44.552
pensieve7-2abf_phase_2_4.csv,48.604
pensieve7-2c06_2.csv,53.365
pensieve7-2c06_3.csv,63.5
pensieve7-2c06_4.csv,75.109
pensieve7-2c06_5.csv,89.612
pensieve7-2c06_phase_2_1.csv,17.716
pensieve7-2c06_phase_2_2.csv,18.65
pensieve7-2c06_phase_2_3.csv,29.089
pensieve7-2c06_phase_2_4.csv,39.723
pensieve7-4b69_1.csv,8.991
pensieve7-4b69_2.csv,10.563
pensieve7-4b69_3.csv,20.858
pensieve7-4b69_5.csv,70.808
pensieve7-4b69_phase_2_1.csv,80.938
pensieve7-4b69_phase_2_2.csv,81.993
pensieve7-4b69_phase_2_3.csv,81.053
pensieve7-4b69_phase_2_4.csv,81.472
pensieve7-6403_1.csv,17.498
pensieve7-6403_2.csv,18.412
pensieve7-6403_3.csv,27.968
pensieve7-6403_4.csv,38.028
pensieve7-6403_phase_2_1.csv,87.853
pensieve7-6403_phase_2_2.csv,87.083
pensieve7-6403_phase_2_3.csv,88.017
pensieve7-6403_phase_2_4.csv,87.607
pensieve7-6658_1.csv,21.388
pensieve7-6658_3.csv,57.111
pensieve7-6658_4.csv,66.204
pensieve7-6658_5.csv,77.132
pensieve7-6658_phase_2_1.csv,18.673
pensieve7-6658_phase_2_2.csv,26.707
pensieve7-6658_phase_2_3.csv,36.425
pensieve7-6658_phase_2_4.csv,45.57
pensieve8-06a6_1.csv,9.469
pensieve8-06a6_3.csv,54.776
pensieve8-06a6_4.csv,66.013
pensieve8-06a6_5.csv,72.66
pensieve8-06a6_phase_2_1.csv,8.612
pensieve8-06a6_phase_2_2.csv,19.65
pensieve8-06a6_phase_2_3.csv,30.587
pensieve8-06a6_phase_2_4.csv,41.783
pensieve8-08e1_1.csv,13.174
pensieve8-08e1_2.csv,12.645
pensieve8-08e1_3.csv,18.663
pensieve8-08e1_4.csv,29.59
pensieve8-08e1_phase_2_1.csv,45.156
pensieve8-08e1_phase_2_2.csv,74.106
pensieve8-08e1_phase_2_3.csv,72.599
pensieve8-08e1_phase_2_4.csv,72.039
pensieve8-1a6d_2.csv,41.755
pensieve8-1a6d_3.csv,51.659
pensieve8-1a6d_4.csv,60.563
pensieve8-1a6d_5.csv,66.988
pensieve8-1a6d_phase_2_1.csv,77.879
pensieve8-1a6d_phase_2_2.csv,76.935
pensieve8-1a6d_phase_2_3.csv,76.58
pensieve8-1a6d_phase_2_4.csv,81.451
pensieve8-2abf_2.csv,47.871
pensieve8-2abf_3.csv,54.851
pensieve8-2abf_4.csv,65.488
pensieve8-2abf_5.csv,70.29
pensieve8-2abf_phase_2_1.csv,38.872
pensieve8-2abf_phase_2_2.csv,32.311
pensieve8-2abf_phase_2_3.csv,42.012
pensieve8-2abf_phase_2_4.csv,46.064
pensieve8-2c06_2.csv,51.401
pensieve8-2c06_3.csv,60.218
pensieve8-2c06_4.csv,71.738
pensieve8-2c06_5.csv,81.564
pensieve8-2c06_phase_2_1.csv,15.752
pensieve8-2c06_phase_2_2.csv,16.686
pensieve8-2c06_phase_2_3.csv,27.125
pensieve8-2c06_phase_2_4.csv,37.759
pensieve8-4b69_1.csv,7.028
pensieve8-4b69_2.csv,8.599
pensieve8-4b69_3.csv,18.894
pensieve8-4b69_5.csv,62.76
pensieve8-4b69_phase_2_1.csv,76.108
pensieve8-4b69_phase_2_2.csv,73.946
pensieve8-4b69_phase_2_3.csv,73.005
pensieve8-4b69_phase_2_4.csv,73.425
pensieve8-6403_1.csv,14.958
pensieve8-6403_2.csv,15.872
pensieve8-6403_3.csv,23.923
pensieve8-6403_4.csv,34.657
pensieve8-6403_phase_2_1.csv,79.805
pensieve8-6403_phase_2_2.csv,79.036
pensieve8-6403_phase_2_3.csv,79.97
pensieve8-6403_phase_2_4.csv,79.56
pensieve8-6658_1.csv,17.343
pensieve8-6658_3.csv,52.281
pensieve8-6658_4.csv,62.832
pensieve8-6658_5.csv,69.085
pensieve8-6658_phase_2_1.csv,14.628
pensieve8-6658_phase_2_2.csv,22.662
pensieve8-6658_phase_2_3.csv,32.38
pensieve8-6658_phase_2_4.csv,41.525
pensieve9-06a6_1.csv,8.893
pensieve9-06a6_3.csv,50.009
pensieve9-06a6_4.csv,61.337
pensieve9-06a6_5.csv,72.66
pensieve9-06a6_phase_2_1.csv,8.036
pensieve9-06a6_phase_2_2.csv,19.074
pensieve9-06a6_phase_2_3.csv,30.011
pensieve9-06a6_phase_2_4.csv,40.375
pensieve9-08e1_1.csv,11.669
pensieve9-08e1_2.csv,12.87
pensieve9-08e1_3.csv,15.449
pensieve9-08e1_4.csv,24.782
pensieve9-08e1_phase_2_1.csv,45.945
pensieve9-08e1_phase_2_2.csv,74.895
pensieve9-08e1_phase_2_3.csv,73.388
pensieve9-08e1_phase_2_4.csv,72.828
pensieve9-1a6d_2.csv,43.213
pensieve9-1a6d_3.csv,50.87
pensieve9-1a6d_4.csv,55.887
pensieve9-1a6d_5.csv,66.988
pensieve9-1a6d_phase_2_1.csv,77.879
pensieve9-1a6d_phase_2_2.csv,76.935
pensieve9-1a6d_phase_2_3.csv,76.58
pensieve9-1a6d_phase_2_4.csv,82.239
pensieve9-2abf_2.csv,47.039
pensieve9-2abf_3.csv,51.634
pensieve9-2abf_4.csv,60.811
pensieve9-2abf_5.csv,70.29
pensieve9-2abf_phase_2_1.csv,33.364
pensieve9-2abf_phase_2_2.csv,26.803
pensieve9-2abf_phase_2_3.csv,36.504
pensieve9-2abf_phase_2_4.csv,40.557
pensieve9-2c06_2.csv,49.994
pensieve9-2c06_3.csv,55.452
pensieve9-2c06_4.csv,67.062
pensieve9-2c06_5.csv,81.564
pensieve9-2c06_phase_2_1.csv,15.176
pensieve9-2c06_phase_2_2.csv,16.11
pensieve9-2c06_phase_2_3.csv,26.549
pensieve9-2c06_phase_2_4.csv,37.183
pensieve9-4b69_1.csv,4.946
pensieve9-4b69_2.csv,7.192
pensieve9-4b69_3.csv,12.81
pensieve9-4b69_5.csv,62.76
pensieve9-4b69_phase_2_1.csv,72.89
pensieve9-4b69_phase_2_2.csv,73.946
pensieve9-4b69_phase_2_3.csv,73.005
pensieve9-4b69_phase_2_4.csv,73.425
pensieve9-6403_1.csv,13.453
pensieve9-6403_2.csv,15.041
pensieve9-6403_3.csv,19.92
pensieve9-6403_4.csv,29.981
pensieve9-6403_phase_2_1.csv,79.805
pensieve9-6403_phase_2_2.csv,79.036
pensieve9-6403_phase_2_3.csv,79.97
pensieve9-6403_phase_2_4.csv,79.56
pensieve9-6658_1.csv,18.107
pensieve9-6658_3.csv,49.064
pensieve9-6658_4.csv,58.156
pensieve9-6658_5.csv,69.085
pensieve9-6658_phase_2_1.csv,15.392
pensieve9-6658_phase_2_2.csv,23.425
pensieve9-6658_phase_2_3.csv,33.144
pensieve9-6658_phase_2_4.csv,42.199
