streaming_log,KSQI
bba1-6403_2.csv,18.412
bba1-6403_3.csv,27.968
bba1-6403_4.csv,38.028
bba1-6403_phase_2_1.csv,87.853
bba1-6403_phase_2_2.csv,87.083
bba1-6403_phase_2_3.csv,88.017
bba1-6403_phase_2_4.csv,87.607
bba1-6658_1.csv,21.388
bba1-6658_3.csv,57.111
bba1-6658_4.csv,66.204
bba1-6658_5.csv,77.132
bba1-6658_phase_2_1.csv,18.673
bba1-6658_phase_2_2.csv,26.707
bba1-6658_phase_2_3.csv,36.425
bba1-6658_phase_2_4.csv,45.57
bba2-06a6_1.csv,11.433
bba2-06a6_3.csv,58.057
bba2-06a6_4.csv,69.384
bba2-06a6_5.csv,80.708
bba2-06a6_phase_2_1.csv,10.576
bba2-06a6_phase_2_2.csv,21.614
bba2-06a6_phase_2_3.csv,32.551
bba2-06a6_phase_2_4.csv,43.747
bba2-08e1_1.csv,15.714
bba2-08e1_2.csv,15.185
bba2-08e1_3.csv,22.708
bba2-08e1_4.csv,32.041
bba2-08e1_phase_2_1.csv,53.204
bba2-08e1_phase_2_2.csv,82.154
bba2-08e1_phase_2_3.csv,80.646
bba2-08e1_phase_2_4.csv,80.087
bba2-1a6d_2.csv,46.585
bba2-1a6d_3.csv,58.918
bba2-1a6d_4.csv,63.935
bba2-1a6d_5.csv,75.035
bba2-1a6d_phase_2_1.csv,85.927
bba2-1a6d_phase_2_2.csv,84.982
bba2-1a6d_phase_2_3.csv,84.627
bba2-1a6d_phase_2_4.csv,89.498
bba2-2abf_2.csv,50.411
bba2-2abf_3.csv,59.681
bba2-2abf_4.csv,68.859
bba2-2abf_5.csv,78.338
bba2-2abf_phase_2_1.csv,41.412
bba2-2abf_phase_2_2.csv,34.851
bba2-2abf_phase_2_3.csv,44.552
bba2-2abf_phase_2_4.csv,48.604
bba2-2c06_2.csv,53.365
bba2-2c06_3.csv,63.5
bba2-2c06_4.csv,75.109
bba2-2c06_5.csv,89.612
bba2-2c06_phase_2_1.csv,17.716
bba2-2c06_phase_2_2.csv,18.65
bba2-2c06_phase_2_3.csv,29.089
bba2-2c06_phase_2_4.csv,39.723
bba2-4b69_1.csv,8.991
bba2-4b69_2.csv,10.563
bba2-4b69_3.csv,20.858
bba2-4b69_5.csv,70.808
bba2-4b69_phase_2_1.csv,80.938
bba2-4b69_phase_2_2.csv,81.993
bba2-4b69_phase_2_3.csv,81.053
bba2-4b69_phase_2_4.csv,81.472
bba2-6403_1.csv,17.498
bba2-6403_2.csv,18.412
bba2-6403_3.csv,27.968
bba2-6403_4.csv,38.028
bba2-6403_phase_2_1.csv,87.853
bba2-6403_phase_2_2.csv,87.083
bba2-6403_phase_2_3.csv,88.017
bba2-6403_phase_2_4.csv,87.607
bba2-6658_1.csv,21.388
bba2-6658_3.csv,57.111
bba2-6658_4.csv,66.204
bba2-6658_5.csv,77.132
bba2-6658_phase_2_1.csv,18.673
bba2-6658_phase_2_2.csv,26.707
bba2-6658_phase_2_3.csv,36.425
bba2-6658_phase_2_4.csv,45.57
bba3-06a6_1.csv,11.433
bba3-06a6_3.csv,58.057
bba3-06a6_4.csv,69.384
bba3-06a6_5.csv,80.708
bba3-06a6_phase_2_1.csv,10.576
bba3-06a6_phase_2_2.csv,21.614
bba3-06a6_phase_2_3.csv,32.551
bba3-06a6_phase_2_4.csv,43.747
bba3-08e1_1.csv,15.714
bba3-08e1_2.csv,15.185
bba3-08e1_3.csv,22.708
bba3-08e1_4.csv,32.041
bba3-08e1_phase_2_1.csv,53.204
bba3-08e1_phase_2_2.csv,82.154
bba3-08e1_phase_2_3.csv,80.646
bba3-08e1_phase_2_4.csv,80.087
bba3-1a6d_2.csv,46.585
bba3-1a6d_3.csv,58.918
bba3-1a6d_4.csv,63.935
bba3-1a6d_5.csv,75.035
bba3-1a6d_phase_2_1.csv,85.927
bba3-1a6d_phase_2_2.csv,84.982
bba3-1a6d_phase_2_3.csv,84.627
bba3-1a6d_phase_2_4.csv,89.498
bba3-2abf_2.csv,50.411
bba3-2abf_3.csv,59.681
bba3-2abf_4.csv,68.859
bba3-2abf_5.csv,78.338
bba3-2abf_phase_2_1.csv,41.412
bba3-2abf_phase_2_2.csv,34.851
bba3-2abf_phase_2_3.csv,44.552
bba3-2abf_phase_2_4.csv,48.604
bba3-2c06_2.csv,53.365
bba3-2c06_3.csv,63.5
bba3-2c06_4.csv,75.109
bba3-2c06_5.csv,89.612
bba3-2c06_phase_2_1.csv,17.716
bba3-2c06_phase_2_2.csv,18.65
bba3-2c06_phase_2_3.csv,29.089
bba3-2c06_phase_2_4.csv,39.723
bba3-4b69_1.csv,8.991
bba3-4b69_2.csv,10.563
bba3-4b69_3.csv,20.858
bba3-4b69_5.csv,70.808
bba3-4b69_phase_2_1.csv,80.938
bba3-4b69_phase_2_2.csv,81.993
bba3-4b69_phase_2_3.csv,81.053
bba3-4b69_phase_2_4.csv,81.472
bba3-6403_1.csv,17.498
bba3-6403_2.csv,18.412
bba3-6403_3.csv,27.968
bba3-6403_4.csv,38.028
bba3-6403_phase_2_1.csv,87.853
bba3-6403_phase_2_2.csv,87.083
bba3-6403_phase_2_3.csv,88.017
bba3-6403_phase_2_4.csv,87.607
bba3-6658_1.csv,21.388
bba3-6658_3.csv,57.111
bba3-6658_4.csv,66.204
bba3-6658_5.csv,77.132
bba3-6658_phase_2_1.csv,18.673
bba3-6658_phase_2_2.csv,26.707
bba3-6658_phase_2_3.csv,36.425
bba3-6658_phase_2_4.csv,45.57
bba4-06a6_1.csv,11.433
bba4-06a6_3.csv,58.057
bba4-06a6_4.csv,69.384
bba4-06a6_5.csv,80.708
bba4-06a6_phase_2_1.csv,10.576
bba4-06a6_phase_2_2.csv,21.614
bba4-06a6_phase_2_3.csv,32.551
bba4-06a6_phase_2_4.csv,43.747
bba4-08e1_1.csv,15.714
bba4-08e1_2.csv,15.185
bba4-08e1_3.csv,22.708
bba4-08e1_4.csv,32.041
bba4-08e1_phase_2_1.csv,53.204
bba4-08e1_phase_2_2.csv,82.154
bba4-08e1_phase_2_3.csv,80.646
bba4-08e1_phase_2_4.csv,80.087
bba4-1a6d_2.csv,46.585
bba4-1a6d_3.csv,58.918
bba4-1a6d_4.csv,63.935
bba4-1a6d_5.csv,75.035
bba4-1a6d_phase_2_1.csv,85.927
bba4-1a6d_phase_2_2.csv,84.982
bba4-1a6d_phase_2_3.csv,84.627
bba4-1a6d_phase_2_4.csv,89.498
bba4-2abf_2.csv,50.411
bba4-2abf_3.csv,59.681
bba4-2abf_4.csv,68.859
bba4-2abf_5.csv,78.338
bba4-2abf_phase_2_1.csv,41.412
bba4-2abf_phase_2_2.csv,34.851
bba4-2abf_phase_2_3.csv,44.552
bba4-2abf_phase_2_4.csv,48.604
bba4-2c06_2.csv,53.365
bba4-2c06_3.csv,63.5
bba4-2c06_4.csv,75.109
bba4-2c06_5.csv,89.612
bba4-2c06_phase_2_1.csv,17.716
bba4-2c06_phase_2_2.csv,18.65
bba4-2c06_phase_2_3.csv,29.089
bba4-2c06_phase_2_4.csv,39.723
bba4-4b69_1.csv,8.991
bba4-4b69_2.csv,10.563
bba4-4b69_3.csv,20.858
bba4-4b69_5.csv,70.808
bba4-4b69_phase_2_1.csv,80.938
bba4-4b69_phase_2_2.csv,81.993
bba4-4b69_phase_2_3.csv,81.053
bba4-4b69_phase_2_4.csv,81.472
bba4-6403_1.csv,17.498
bba4-6403_2.csv,18.412
bba4-6403_3.csv,27.968
bba4-6403_4.csv,38.028
bba4-6403_phase_2_1.csv,87.853
bba4-6403_phase_2_2.csv,87.083
bba4-6403_phase_2_3.csv,88.017
bba4-6403_phase_2_4.csv,87.607
bba4-6658_1.csv,21.388
bba4-6658_3.csv,57.111
bba4-6658_4.csv,66.204
bba4-6658_5.csv,77.132
bba4-6658_phase_2_1.csv,18.673
bba4-6658_phase_2_2.csv,26.707
bba4-6658_phase_2_3.csv,36.425
bba4-6658_phase_2_4.csv,45.57
bba5-06a6_1.csv,11.433
bba5-06a6_3.csv,58.057
bba5-06a6_4.csv,69.384
bba5-06a6_5.csv,80.708
bba5-06a6_phase_2_1.csv,10.576
bba5-06a6_phase_2_2.csv,21.614
bba5-06a6_phase_2_3.csv,32.551
bba5-06a6_phase_2_4.csv,43.747
bba5-08e1_1.csv,15.714
bba5-08e1_2.csv,15.185
bba5-08e1_3.csv,22.708
bba5-08e1_4.csv,32.041
bba5-08e1_phase_2_1.csv,53.204
bba5-08e1_phase_2_2.csv,82.154
bba5-08e1_phase_2_3.csv,80.646
bba5-08e1_phase_2_4.csv,80.087
bba5-1a6d_2.csv,46.585
bba5-1a6d_3.csv,58.918
bba5-1a6d_4.csv,63.935
bba5-1a6d_5.csv,75.035
bba5-1a6d_phase_2_1.csv,85.927
bba5-1a6d_phase_2_2.csv,84.982
bba5-1a6d_phase_2_3.csv,84.627
bba5-1a6d_phase_2_4.csv,89.498
bba5-2abf_2.csv,50.411
bba5-2abf_3.csv,59.681
bba5-2abf_4.csv,68.859
bba5-2abf_5.csv,78.338
bba5-2abf_phase_2_1.csv,41.412
bba5-2abf_phase_2_2.csv,34.851
bba5-2abf_phase_2_3.csv,44.552
bba5-2abf_phase_2_4.csv,48.604
bba5-2c06_2.csv,53.365
bba5-2c06_3.csv,63.5
bba5-2c06_4.csv,75.109
bba5-2c06_5.csv,89.612
bba5-2c06_phase_2_1.csv,17.716
bba5-2c06_phase_2_2.csv,18.65
bba5-2c06_phase_2_3.csv,29.089
bba5-2c06_phase_2_4.csv,39.723
bba5-4b69_1.csv,8.991
bba5-4b69_2.csv,10.563
bba5-4b69_3.csv,20.858
bba5-4b69_5.csv,70.808
bba5-4b69_phase_2_1.csv,80.938
bba5-4b69_phase_2_2.csv,81.993
bba5-4b69_phase_2_3.csv,81.053
bba5-4b69_phase_2_4.csv,81.472
bba5-6403_1.csv,17.498
bba5-6403_2.csv,18.412
bba5-6403_3.csv,27.968
bba5-6403_4.csv,38.028
bba5-6403_phase_2_1.csv,87.853
bba5-6403_phase_2_2.csv,87.083
bba5-6403_phase_2_3.csv,88.017
bba5-6403_phase_2_4.csv,87.607
bba5-6658_1.csv,21.388
bba5-6658_3.csv,57.111
bba5-6658_4.csv,66.204
bba5-6658_5.csv,77.132
bba5-6658_phase_2_1.csv,18.673
bba5-6658_phase_2_2.csv,26.707
bba5-6658_phase_2_3.csv,36.425
bba5-6658_phase_2_4.csv,45.57
bba6-06a6_1.csv,11.433
bba6-06a6_3.csv,58.057
bba6-06a6_4.csv,69.384
bba6-06a6_5.csv,80.708
bba6-06a6_phase_2_1.csv,10.576
bba6-06a6_phase_2_2.csv,21.614
bba6-06a6_phase_2_3.csv,32.551
bba6-06a6_phase_2_4.csv,43.747
bba6-08e1_1.csv,15.714
bba6-08e1_2.csv,15.185
bba6-08e1_3.csv,22.708
bba6-08e1_4.csv,32.041
bba6-08e1_phase_2_1.csv,53.204
bba6-08e1_phase_2_2.csv,82.154
bba6-08e1_phase_2_3.csv,80.646
bba6-08e1_phase_2_4.csv,80.087
bba6-1a6d_2.csv,46.585
bba6-1a6d_3.csv,58.918
bba6-1a6d_4.csv,63.935
bba6-1a6d_5.csv,75.035
bba6-1a6d_phase_2_1.csv,85.927
bba6-1a6d_phase_2_2.csv,84.982
bba6-1a6d_phase_2_3.csv,84.627
bba6-1a6d_phase_2_4.csv,89.498
bba6-2abf_2.csv,50.411
bba6-2abf_3.csv,59.681
bba6-2abf_4.csv,68.859
bba6-2abf_5.csv,78.338
bba6-2abf_phase_2_1.csv,41.412
bba6-2abf_phase_2_2.csv,34.851
bba6-2abf_phase_2_3.csv,44.552
bba6-2abf_phase_2_4.csv,48.604
bba6-2c06_2.csv,53.365
bba6-2c06_3.csv,63.5
bba6-2c06_4.csv,75.109
bba6-2c06_5.csv,89.612
bba6-2c06_phase_2_1.csv,17.716
bba6-2c06_phase_2_2.csv,18.65
bba6-2c06_phase_2_3.csv,29.089
bba6-2c06_phase_2_4.csv,39.723
bba6-4b69_1.csv,8.991
bba6-4b69_2.csv,10.563
bba6-4b69_3.csv,20.858
bba6-4b69_5.csv,70.808
bba6-4b69_phase_2_1.csv,80.938
bba6-4b69_phase_2_2.csv,81.993
bba6-4b69_phase_2_3.csv,81.053
bba6-4b69_phase_2_4.csv,81.472
bba6-6403_1.csv,17.498
bba6-6403_2.csv,18.412
bba6-6403_3.csv,27.968
bba6-6403_4.csv,38.028
bba6-6403_phase_2_1.csv,87.853
bba6-6403_phase_2_2.csv,87.083
bba6-6403_phase_2_3.csv,88.017
bba6-6403_phase_2_4.csv,87.607
bba6-6658_1.csv,21.388
bba6-6658_3.csv,57.111
bba6-6658_4.csv,66.204
bba6-6658_5.csv,77.132
bba6-6658_phase_2_1.csv,18.673
bba6-6658_phase_2_2.csv,26.707
bba6-6658_phase_2_3.csv,36.425
bba6-6658_phase_2_4.csv,45.57
bba7-06a6_1.csv,11.433
bba7-06a6_3.csv,58.057
bba7-06a6_4.csv,69.384
bba7-06a6_5.csv,80.708
bba7-06a6_phase_2_1.csv,10.576
bba7-06a6_phase_2_2.csv,21.614
bba7-06a6_phase_2_3.csv,32.551
bba7-06a6_phase_2_4.csv,43.747
bba7-08e1_1.csv,15.714
bba7-08e1_2.csv,15.185
bba7-08e1_3.csv,22.708
bba7-08e1_4.csv,32.041
bba7-08e1_phase_2_1.csv,53.204
bba7-08e1_phase_2_2.csv,82.154
bba7-08e1_phase_2_3.csv,80.646
bba7-08e1_phase_2_4.csv,80.087
bba7-1a6d_2.csv,46.585
bba7-1a6d_3.csv,58.918
bba7-1a6d_4.csv,63.935
bba7-1a6d_5.csv,75.035
bba7-1a6d_phase_2_1.csv,85.927
bba7-1a6d_phase_2_2.csv,84.982
bba7-1a6d_phase_2_3.csv,84.627
bba7-1a6d_phase_2_4.csv,89.498
bba7-2abf_2.csv,50.411
bba7-2abf_3.csv,59.681
bba7-2abf_4.csv,68.859
bba7-2abf_5.csv,78.338
bba7-2abf_phase_2_1.csv,41.412
bba7-2abf_phase_2_2.csv,34.851
bba7-2abf_phase_2_3.csv,44.552
bba7-2abf_phase_2_4.csv,48.604
bba7-2c06_2.csv,53.365
bba7-2c06_3.csv,63.5
bba7-2c06_4.csv,75.109
bba7-2c06_5.csv,89.612
bba7-2c06_phase_2_1.csv,17.716
bba7-2c06_phase_2_2.csv,18.65
bba7-2c06_phase_2_3.csv,29.089
bba7-2c06_phase_2_4.csv,39.723
bba7-4b69_1.csv,8.991
bba7-4b69_2.csv,10.563
bba7-4b69_3.csv,20.858
bba7-4b69_5.csv,70.808
bba7-4b69_phase_2_1.csv,80.938
bba7-4b69_phase_2_2.csv,81.993
bba7-4b69_phase_2_3.csv,81.053
bba7-4b69_phase_2_4.csv,81.472
bba7-6403_1.csv,17.498
bba7-6403_2.csv,18.412
bba7-6403_3.csv,27.968
bba7-6403_4.csv,38.028
bba7-6403_phase_2_1.csv,87.853
bba7-6403_phase_2_2.csv,87.083
bba7-6403_phase_2_3.csv,88.017
bba7-6403_phase_2_4.csv,87.607
bba7-6658_1.csv,21.388
bba7-6658_3.csv,57.111
bba7-6658_4.csv,66.204
bba7-6658_5.csv,77.132
bba7-6658_phase_2_1.csv,18.673
bba7-6658_phase_2_2.csv,26.707
bba7-6658_phase_2_3.csv,36.425
bba7-6658_phase_2_4.csv,45.57
bba8-06a6_1.csv,11.433
bba8-06a6_3.csv,58.057
bba8-06a6_4.csv,69.384
bba8-06a6_5.csv,80.708
bba8-06a6_phase_2_1.csv,10.576
bba8-06a6_phase_2_2.csv,21.614
bba8-06a6_phase_2_3.csv,32.551
bba8-06a6_phase_2_4.csv,43.747
bba8-08e1_1.csv,15.714
bba8-08e1_2.csv,15.185
bba8-08e1_3.csv,22.708
bba8-08e1_4.csv,32.041
bba8-08e1_phase_2_1.csv,53.204
bba8-08e1_phase_2_2.csv,82.154
bba8-08e1_phase_2_3.csv,80.646
bba8-08e1_phase_2_4.csv,80.087
bba8-1a6d_2.csv,46.585
bba8-1a6d_3.csv,58.918
bba8-1a6d_4.csv,63.935
bba8-1a6d_5.csv,75.035
bba8-1a6d_phase_2_1.csv,85.927
bba8-1a6d_phase_2_2.csv,84.982
bba8-1a6d_phase_2_3.csv,84.627
bba8-1a6d_phase_2_4.csv,89.498
bba8-2abf_2.csv,50.411
bba8-2abf_3.csv,59.681
bba8-2abf_4.csv,68.859
bba8-2abf_5.csv,78.338
bba8-2abf_phase_2_1.csv,41.412
bba8-2abf_phase_2_2.csv,34.851
bba8-2abf_phase_2_3.csv,44.552
bba8-2abf_phase_2_4.csv,48.604
bba8-2c06_2.csv,53.365
bba8-2c06_3.csv,63.5
bba8-2c06_4.csv,75.109
bba8-2c06_5.csv,89.612
bba8-2c06_phase_2_1.csv,17.716
bba8-2c06_phase_2_2.csv,18.65
bba8-2c06_phase_2_3.csv,29.089
bba8-2c06_phase_2_4.csv,39.723
bba8-4b69_1.csv,8.991
bba8-4b69_2.csv,10.563
bba8-4b69_3.csv,20.858
bba8-4b69_5.csv,70.808
bba8-4b69_phase_2_1.csv,80.938
bba8-4b69_phase_2_2.csv,81.993
bba8-4b69_phase_2_3.csv,81.053
bba8-4b69_phase_2_4.csv,81.472
bba8-6403_1.csv,17.498
bba8-6403_2.csv,18.412
bba8-6403_3.csv,27.968
bba8-6403_4.csv,38.028
bba8-6403_phase_2_1.csv,87.853
bba8-6403_phase_2_2.csv,87.083
bba8-6403_phase_2_3.csv,88.017
bba8-6403_phase_2_4.csv,87.607
bba8-6658_1.csv,21.388
bba8-6658_3.csv,57.111
bba8-6658_4.csv,66.204
bba8-6658_5.csv,77.132
bba8-6658_phase_2_1.csv,18.673
bba8-6658_phase_2_2.csv,26.707
bba8-6658_phase_2_3.csv,36.425
bba8-6658_phase_2_4.csv,45.57
bba9-06a6_1.csv,11.433
bba9-06a6_3.csv,58.057
bba9-06a6_4.csv,69.384
bba9-06a6_5.csv,80.708
bba9-06a6_phase_2_1.csv,10.576
bba9-06a6_phase_2_2.csv,21.614
bba9-06a6_phase_2_3.csv,32.551
bba9-06a6_phase_2_4.csv,43.747
bba9-08e1_1.csv,15.714
bba9-08e1_2.csv,15.185
bba9-08e1_3.csv,22.708
bba9-08e1_4.csv,32.041
bba9-08e1_phase_2_1.csv,53.204
bba9-08e1_phase_2_2.csv,82.154
bba9-08e1_phase_2_3.csv,80.646
bba9-08e1_phase_2_4.csv,80.087
bba9-1a6d_2.csv,46.585
bba9-1a6d_3.csv,58.918
bba9-1a6d_4.csv,63.935
bba9-1a6d_5.csv,75.035
bba9-1a6d_phase_2_1.csv,85.927
bba9-1a6d_phase_2_2.csv,84.982
bba9-1a6d_phase_2_3.csv,84.627
bba9-1a6d_phase_2_4.csv,89.498
bba9-2abf_2.csv,50.411
bba9-2abf_3.csv,59.681
bba9-2abf_4.csv,68.859
bba9-2abf_5.csv,78.338
bba9-2abf_phase_2_1.csv,41.412
bba9-2abf_phase_2_2.csv,34.851
bba9-2abf_phase_2_3.csv,44.552
bba9-2abf_phase_2_4.csv,48.604
bba9-2c06_2.csv,53.365
bba9-2c06_3.csv,63.5
bba9-2c06_4.csv,75.109
bba9-2c06_5.csv,89.612
bba9-2c06_phase_2_1.csv,17.716
bba9-2c06_phase_2_2.csv,18.65
bba9-2c06_phase_2_3.csv,29.089
bba9-2c06_phase_2_4.csv,39.723
bba9-4b69_1.csv,8.991
bba9-4b69_2.csv,10.563
bba9-4b69_3.csv,20.858
bba9-4b69_5.csv,70.808
bba9-4b69_phase_2_1.csv,80.938
bba9-4b69_phase_2_2.csv,81.993
bba9-4b69_phase_2_3.csv,81.053
bba9-4b69_phase_2_4.csv,81.472
bba9-6403_1.csv,17.498
bba9-6403_2.csv,18.412
bba9-6403_3.csv,27.968
bba9-6403_4.csv,38.028
bba9-6403_phase_2_1.csv,87.853
bba9-6403_phase_2_2.csv,87.083
bba9-6403_phase_2_3.csv,88.017
bba9-6403_phase_2_4.csv,87.607
bba9-6658_1.csv,21.388
bba9-6658_3.csv,57.111
bba9-6658_4.csv,66.204
bba9-6658_5.csv,77.132
bba9-6658_phase_2_1.csv,18.673
bba9-6658_phase_2_2.csv,26.707
bba9-6658_phase_2_3.csv,36.425
bba9-6658_phase_2_4.csv,45.57
